sample	bin	completeness_checkm2	contamination_checkm2	genome_size	contig_n50	is_circular	n_contigs	bakta_trna_all	bakta_trna_uniq	bakta_16s	bakta_23s	bakta_5s	bakta_16s_len	bakta_23s_len	bakta_5s_len	barrnap_16s	barrnap_23s	barrnap_5s	barrnap_16s_len	barrnap_23s_len	barrnap_5s_len	custom_trna_uniq	ssu_16s_len	ssu_23s_len	ssu_5s_len	operon	mimag	sample_barcode	classification	domain	phylum	class	order	family	genus	species	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	batch_id
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.41	93.96	3.77	2718908	83249	FALSE	43	52	21	6	6	6	1533	2891	118	6	6	6	1529	2881	97	22	1533	2891	118	1	HQ	NP-RASK00000048MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A wexlerae	GCF_025148125.1	95.13	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	98.2	0.815	GCF_025148125.1	95.13	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	98.2	0.815	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_013300825.1, s__Blautia_A wexlerae_B, 95.0, 94.44, 0.663; GCA_958454115.1, s__Blautia_A wexlerae_C, 95.0, 93.4, 0.305; GCF_018919065.1, s__Blautia_A sp018919065, 95.0, 88.23, 0.329; GCA_003471165.1, s__Blautia_A sp003471165, 95.0, 88.17, 0.394; GCF_014297245.1, s__Blautia_A difficilis, 95.0, 86.98, 0.279; GCA_934437695.1, s__Blautia_A sp934437695, 95.0, 86.82, 0.392; GCF_033096465.1, s__Blautia_A luti, 95.0, 86.48, 0.288; GCA_003477525.1, s__Blautia_A sp003477525, 95.0, 85.74, 0.286; GCF_934416185.1, s__Blautia_A sp934416185, 95.0, 85.09, 0.297; GCA_934426285.1, s__Blautia_A sp934426285, 95.0, 84.31, 0.155; GCA_963605995.1, s__Blautia_A sp963605995, 95.0, 84.15, 0.221	83.42	11	N/A	N/A	batch_9
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.45	80.26	5.06	2015684	63931	FALSE	51	53	21	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	MQ	NP-RASK00000048MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium taiwanense	GCF_036632915.2	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	98.4	0.865	GCF_036632915.2	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	98.4	0.865	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 93.16, 0.719; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 91.39, 0.51; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 90.64, 0.541; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 89.13, 0.574; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 88.36, 0.536; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 87.56, 0.468; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 87.46, 0.512; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 87.2, 0.449; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 87.1, 0.46; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 87.09, 0.456; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 86.78, 0.344; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 86.74, 0.421; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 86.72, 0.399; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 86.52, 0.309; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 86.46, 0.455; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 86.34, 0.412; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 86.32, 0.404; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 86.18, 0.382; GCA_963654645.1, s__Faecalibacterium sp963654645, 95.0, 85.98, 0.28; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 85.95, 0.386; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 85.95, 0.302; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 85.91, 0.302; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 85.87, 0.401; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 85.85, 0.323; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 85.72, 0.357; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 85.71, 0.395; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 85.67, 0.372; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 85.66, 0.375; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 85.6, 0.338; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 85.6, 0.186; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 85.54, 0.324; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 85.5, 0.362; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 85.48, 0.356; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 85.43, 0.347; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 84.79, 0.35; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 84.61, 0.289; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.32, 0.176; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.14, 0.189; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 84.01, 0.284; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 83.94, 0.312; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 83.92, 0.255; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 83.91, 0.262; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 83.79, 0.276; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.46, 0.216; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.4, 0.157; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 83.37, 0.284; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 83.33, 0.248; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 83.3, 0.26; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 83.22, 0.213; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 82.59, 0.212; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 82.46, 0.204; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 82.13, 0.197; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 80.79, 0.166	63.62	11	N/A	N/A	batch_9
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.48	75.4	3.23	2072407	43883	FALSE	74	46	20	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	MQ	NP-RASK00000048MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii_I	GCF_003287495.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	98.17	0.842	GCF_003287495.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	98.17	0.842	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 87.04, 0.412; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 85.5, 0.226; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 85.17, 0.348; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 84.96, 0.344; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 84.95, 0.334; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 84.59, 0.315; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 84.54, 0.32; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 84.34, 0.268; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 84.34, 0.186; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 84.28, 0.311; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.14, 0.193; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 84.06, 0.275; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 84.06, 0.265; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 83.98, 0.239; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 83.82, 0.194; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 83.75, 0.263; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.75, 0.197; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 83.66, 0.251; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 83.58, 0.256; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 83.56, 0.185; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 83.5, 0.18; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 83.48, 0.266; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 83.35, 0.248; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 83.33, 0.262; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 83.27, 0.243; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 83.26, 0.197; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 83.17, 0.246; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 83.15, 0.227; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 83.02, 0.226; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 82.98, 0.259; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 82.97, 0.22; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 82.91, 0.166; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 82.83, 0.215; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 82.83, 0.197; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 82.83, 0.182; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 82.8, 0.227; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 82.8, 0.222; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 82.74, 0.227; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 82.74, 0.19; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 82.68, 0.202; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 82.57, 0.216; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 82.56, 0.191; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 82.5, 0.194; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 82.48, 0.231; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 82.34, 0.192; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 82.2, 0.195; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 82.09, 0.181; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 82.01, 0.178; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 81.86, 0.168; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 81.83, 0.231; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 81.8, 0.21; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 81.53, 0.174; GCA_963599235.1, s__Faecalibacterium sp963599235, 95.0, 80.99, 0.185	57.11	11	N/A	N/A	batch_9
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.50	88.96	8.25	2807695	57582	FALSE	76	44	20	0	0	1	0	0	109	0	0	1	0	0	101	19	0	0	109	0	MQ	NP-RASK00000048MP	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp910587185	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Paramuribaculum	s__Paramuribaculum sp910587185	GCA_910587185.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp910587185	96.12	0.825	GCA_910587185.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp910587185	96.12	0.825	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	73.11	11	N/A	N/A	batch_9
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.54	81.72	3.73	2877819	88500	FALSE	52	51	21	4	3	2	1531	2905	117	4	3	2	1526	2902	112	22	1531	2905	117	1	MQ	NP-RASK00000048MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__Ventricola	s__Ventricola sp900542445	GCA_900542445.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	98.28	0.804	GCA_900542445.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	98.28	0.804	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934675735.1, s__Ventricola sp934675735, 95.0, 88.9, 0.574; GCA_934636105.1, s__Ventricola sp934636105, 95.0, 88.51, 0.534; GCA_934630975.1, s__Ventricola sp934630975, 95.0, 87.49, 0.489; GCA_900542395.1, s__Ventricola sp900542395, 95.0, 87.46, 0.483; GCA_900548125.1, s__Ventricola sp900548125, 95.0, 85.18, 0.208; GCA_934631055.1, s__Ventricola sp934631055, 95.0, 83.52, 0.198; GCA_934643825.1, s__Ventricola sp934643825, 95.0, 81.98, 0.166	70.33	11	N/A	N/A	batch_9
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.56	90.86	7.2	3066052	59641	FALSE	73	66	21	3	3	3	1535	2882	115	3	4	3	1531	2879	110	20	1535	2882	115	1	MQ	NP-RASK00000048MP	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Sutterella	s__Sutterella wadsworthensis	GCF_003315195.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	99.12	0.932	GCF_003315195.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	99.12	0.932	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.24	11	N/A	N/A	batch_9
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.57	91.12	4.33	2766569	75942	FALSE	89	139	21	4	3	4	1517	2891	109	4	3	4	1515	2887	88	22	1517	2891	109	1	HQ	NP-RASK00000048MP	d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis	d__Bacteria	p__Bacillota	c__Bacilli	o__MOL361	f__Turicibacteraceae	g__Turicibacter	s__Turicibacter bilis	GCF_024499055.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis	98.11	0.801	GCF_024499055.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis	98.11	0.801	d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_021497505.1, s__Turicibacter sp017888305, 95.0, 82.77, 0.209	81.91	11	N/A	N/A	batch_9
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.6	76.43	6.87	2666342	79636	FALSE	57	41	18	4	3	4	1530	1719	119	4	3	4	1527	1711	94	18	1530	1719	119	1	MQ	NP-RASK00000048MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900066335	GCA_003461955.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335	98.84	0.857	GCA_003461955.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335	98.84	0.857	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 93.39, 0.679; GCF_005848555.1, s__Blautia_A sp005848555, 96.6, 88.79, 0.515; GCA_963616205.1, s__Blautia_A sp963616205, 95.0, 88.74, 0.346; GCF_020687435.1, s__Blautia_A fusiformis, 96.97, 88.58, 0.506; GCF_902167715.1, s__Blautia_A luti_A, 96.82, 88.45, 0.503; GCA_958454115.1, s__Blautia_A wexlerae_C, 95.0, 88.43, 0.201; GCF_013304825.1, s__Blautia_A schinkii_B, 95.51, 86.65, 0.429; GCA_963598855.1, s__Blautia_A sp963598855, 95.0, 86.04, 0.35; GCA_003474435.1, s__Blautia_A sp003474435, 95.0, 85.9, 0.399; GCF_040096615.1, s__Blautia_A aquisgranensis, 95.0, 85.19, 0.357; GCA_963642325.1, s__Blautia_A sp963642325, 95.0, 84.19, 0.286; GCF_934373235.1, s__Blautia_A sp934373235, 95.0, 82.02, 0.157	54.59	11	N/A	N/A	batch_9
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.60	82.67	3.82	2303592	151976	FALSE	31	61	21	2	2	1	1530	2846	117	2	2	1	1528	2843	98	22	1530	2846	117	1	MQ	NP-RASK00000048MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum hominis	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum hominis	GCF_014288055.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum hominis	98.24	0.832	GCF_014288055.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum hominis	98.24	0.832	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963645185.1, s__Agathobaculum sp963645185, 95.0, 91.7, 0.72; GCA_900544475.1, s__Agathobaculum sp900544475, 95.0, 89.36, 0.573; GCF_934504345.1, s__Agathobaculum sp934504345, 95.0, 83.47, 0.21; GCF_003096535.1, s__Agathobaculum butyriciproducens, 95.0, 82.77, 0.216; GCA_963661675.1, s__Agathobaculum sp963661675, 95.0, 82.57, 0.184	67.32	11	N/A	N/A	batch_9
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.64	83.15	5.94	2909537	166304	FALSE	37	58	21	4	4	2	1512	2836	116	4	4	2	1509	2831	108	22	1512	2836	116	1	MQ	NP-RASK00000048MP	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila	GCF_000020225.1	95	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	98.57	0.937	GCF_000020225.1	95	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	98.57	0.937	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905200945.1, s__Akkermansia sp905200945, 95.0, 94.08, 0.833; GCF_030848305.1, s__Akkermansia muciniphila_A, 95.0, 93.45, 0.838; GCF_023516715.1, s__Akkermansia massiliensis, 95.02, 87.8, 0.607; GCA_947624785.1, s__Akkermansia muciniphila_F, 95.0, 87.42, 0.578; GCF_040616545.1, s__Akkermansia muciniphila_E, 95.0, 85.76, 0.505; GCF_002884975.1, s__Akkermansia muciniphila_C, 95.0, 85.75, 0.513; GCF_020860705.1, s__Akkermansia sp020860705, 95.0, 84.88, 0.474; GCF_026072915.1, s__Akkermansia biwaensis, 95.0, 82.13, 0.282; GCA_021202525.1, s__Akkermansia sp021202525, 95.0, 82.1, 0.271; GCF_036417355.1, s__Akkermansia sp004167605, 95.0, 81.96, 0.274	76.39	11	N/A	N/A	batch_9
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.67	58.62	0.78	1809109	139560	FALSE	23	44	17	4	5	4	1517	2881	118	4	5	0	1513	2877	0	18	1517	2881	118	1	MQ	NP-RASK00000048MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anthropogastromicrobium	s__Anthropogastromicrobium aceti	GCF_025567095.1	95.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	98.69	0.908	GCF_025567095.1	95.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	98.69	0.908	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934292725.1, s__Anthropogastromicrobium sp934292725, 95.0, 95.01, 0.801; GCA_958446555.1, s__Anthropogastromicrobium sp958446555, 95.0, 89.5, 0.22; GCA_963626545.1, s__Anthropogastromicrobium sp963626545, 95.0, 82.67, 0.202; GCA_963605535.1, s__Anthropogastromicrobium chipingensis_A, 95.0, 82.01, 0.211; GCA_963652495.1, s__Anthropogastromicrobium sp963652495, 95.0, 81.46, 0.169	67.93	11	N/A	N/A	batch_9
NP-RASK00000048MP	NP-RASK00000048MP.bin.2.68	84.7	5.22	3381861	129824	FALSE	57	46	20	3	3	3	1532	2890	118	3	3	3	1529	2880	97	19	1532	2890	118	1	MQ	NP-RASK00000048MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A faecis	GCF_020554845.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	98	0.833	GCF_020554845.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	98	0.833	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_020537505.1, s__Blautia_A sp905206915, 95.0, 87.93, 0.448; GCF_934371575.1, s__Blautia_A sp934371575, 95.0, 87.36, 0.354; GCA_963651655.1, s__Blautia_A sp963651655, 95.0, 85.25, 0.163; GCA_934394545.1, s__Blautia_A sp934394545, 95.0, 85.17, 0.268; GCA_934408705.1, s__Blautia_A sp934408705, 95.0, 84.83, 0.297; GCF_025566865.1, s__Blautia_A acetigignens, 95.0, 84.0, 0.243; GCA_900763175.1, s__Blautia_A sp900763175, 95.0, 83.76, 0.161; GCA_029101305.1, s__Blautia_A sp029101305, 95.0, 83.43, 0.217; GCA_934358405.1, s__Blautia_A sp934358405, 95.0, 83.17, 0.173; GCA_934364795.1, s__Blautia_A sp934364795, 95.0, 82.13, 0.175	79.88	11	N/A	N/A	batch_9
