sample bin completeness_checkm2 contamination_checkm2 bakta_trna_all bakta_trna_uniq bakta_16s bakta_23s bakta_5s barrnap_16s barrnap_23s barrnap_5s custom_trna_uniq operon mimag
NP-DoBa00000058MP NP-DoBa00000058MP.bin.s.4 96.58 0.93 40 21 3 3 3 3 3 3 21 1 HQ
NP-DoBa00000058MP NP-DoBa00000058MP.bin.s.5 99.84 0.19 55 21 4 4 4 4 4 0 22 1 HQ
NP-DoBa00000058MP NP-DoBa00000058MP.bin.s.6 100 0.72 55 21 3 3 3 3 3 3 22 1 HQ
NP-DoBa00000058MP NP-DoBa00000058MP.bin.s.9 97.89 0.45 57 21 3 3 3 3 3 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.1 100 0.87 56 21 3 3 3 3 3 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.100 98.74 0.1 41 18 2 2 2 2 2 2 19 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.101 100 0.48 59 21 6 6 6 6 6 6 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.102 92.37 0.96 44 20 2 2 2 2 2 2 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.103 97.26 0.86 75 21 7 7 6 7 7 6 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.104 97.75 1.12 56 20 4 4 4 4 4 4 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.106 90.41 2.24 34 21 1 1 1 1 1 1 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.108 92.62 0.31 47 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.109 93.56 3.06 45 21 1 2 3 1 2 3 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.11 99.99 3.46 57 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.112 92.46 3.16 60 21 3 3 1 3 3 1 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.115 91.35 1 52 20 4 4 4 4 4 0 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.116 95.16 0.52 63 22 8 8 8 8 8 8 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.117 93.39 0.75 49 20 4 4 4 4 4 4 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.118 92.84 0.26 53 20 4 4 4 4 4 4 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.12 99.97 0.03 63 21 5 5 5 5 5 5 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.121 90.09 0.26 48 21 3 4 3 3 4 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.122 97.33 0.41 50 21 4 4 4 4 4 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.123 93.97 1.1 46 20 2 2 2 2 2 2 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.125 90.35 0.05 40 21 0 1 1 0 1 1 21 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.127 92.47 0.32 73 21 4 4 4 4 4 4 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.132 93.58 1.82 41 21 2 2 2 2 2 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.135 91.56 3.05 68 21 6 5 5 6 7 5 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.136 99.92 0.44 69 21 4 3 3 4 3 3 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.14 91.44 4.25 31 17 1 1 1 1 1 0 17 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.149 99.29 0.18 50 22 3 3 3 3 3 3 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.155 94 3.28 47 20 2 2 2 2 2 2 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.156 99.9 0.66 57 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.165 94.26 0.63 49 21 3 3 3 3 3 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.168 91.86 0.35 50 21 4 4 3 4 4 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.172 91.39 2.94 53 21 6 6 6 6 6 6 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.173 97.53 1.12 50 20 2 2 2 2 2 2 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.2 93.49 0 55 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.22 99.99 1.33 81 21 6 7 7 6 7 7 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.3 100 3.47 52 21 2 2 2 2 2 2 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.31 99.76 0.31 58 21 2 2 2 2 2 2 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.34 94.75 4.38 69 21 7 8 7 7 8 6 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.35 93.05 3.76 65 21 7 7 7 7 7 7 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.39 100 0 47 21 3 3 3 3 3 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.45 96.4 1.76 54 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.47 99.34 0.28 54 21 2 2 2 2 2 2 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.51 100 0.12 58 21 4 4 3 4 4 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.56 98.61 0.24 48 21 2 2 3 2 2 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.57 99.93 2.07 47 21 4 4 4 4 4 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.58 97.87 0.55 62 21 8 7 8 8 7 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.6 99.19 1 61 19 9 9 7 9 9 7 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.60 99.96 0.06 75 21 6 6 6 6 6 6 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.61 97.15 0.42 44 21 2 2 1 2 2 1 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.62 97.83 0.01 66 22 3 4 3 4 4 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.63 97.25 1.51 64 21 3 3 3 3 3 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.64 95.45 1.19 52 21 3 3 4 3 3 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.65 99.96 0.42 51 21 2 2 2 2 2 2 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.67 100 2.9 47 21 4 4 4 4 4 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.68 99.58 0.46 84 22 11 11 12 11 11 12 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.69 99.99 2.87 62 21 5 6 5 5 6 5 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.70 99.23 1.11 53 21 5 5 5 5 5 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.71 100 2.72 43 20 5 6 5 5 6 0 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.73 100 0.27 63 21 4 4 4 4 4 4 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.74 95.46 0.03 57 21 3 3 3 3 3 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.75 99.96 0.22 63 21 6 6 6 6 6 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.76 94.59 0.94 52 21 5 5 5 5 5 5 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.77 99.02 0.07 56 21 4 4 4 4 4 4 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.78 98.65 1.19 68 21 3 3 3 3 3 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.79 99.98 1.31 48 21 3 3 3 3 3 3 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.80 98.91 0.12 55 21 5 5 4 5 5 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.82 98.39 0.23 45 18 2 2 2 2 2 2 18 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.83 100 2.34 55 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.84 92.92 2.33 34 21 2 2 2 2 2 2 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.85 93.7 0.69 32 21 1 1 1 1 1 1 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.86 100 0.02 60 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.87 99.59 0.2 49 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.9 94.51 0.04 55 20 4 4 4 4 4 0 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.90 99.99 2.05 66 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.92 98.59 0.72 63 21 6 6 6 6 6 6 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.93 99.86 0.65 63 21 6 6 6 6 6 6 19 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.94 99.16 1.14 59 21 5 6 5 5 6 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.95 98.51 0.07 62 22 5 5 6 5 5 6 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.96 100 1.14 35 21 2 2 2 2 2 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.97 99.18 2.2 74 21 5 5 5 5 5 5 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.98 96.38 1.08 59 21 5 5 5 5 5 5 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.1.99 99.96 1.48 62 21 7 7 7 7 7 7 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.100 89.83 0.17 56 21 4 4 4 4 4 0 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.105 85.06 4.21 49 20 2 2 1 2 2 1 19 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.108 97.3 7.76 46 18 2 2 2 2 2 0 18 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.110 90.83 2.92 51 19 3 3 3 3 3 3 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.113 98.87 8.21 70 22 6 6 6 6 6 4 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.116 79.17 2.72 39 12 0 1 0 0 1 0 12 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.119 83.03 2.12 41 19 1 2 2 1 2 2 19 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.121 89.09 2.95 46 20 2 2 2 2 2 2 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.124 78.79 1.77 37 20 1 1 1 1 1 1 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.126 75.8 1.87 50 21 3 3 1 3 3 1 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.127 83.32 2.04 56 21 1 1 0 1 1 0 22 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.137 87.22 0.37 59 22 6 6 6 6 6 5 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.138 91.59 0 55 21 5 6 5 5 6 5 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.139 100 3.31 35 20 2 2 2 2 2 2 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.145 62.37 3.24 38 19 1 1 1 1 1 1 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.149 90.63 1.93 34 15 3 3 3 3 3 3 15 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.152 84.57 1.12 38 22 2 2 2 2 2 0 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.153 88.82 3.95 49 21 3 2 2 3 2 2 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.157 85.9 0.85 91 20 5 5 5 5 5 5 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.161 73.86 0.92 39 19 1 1 2 1 1 2 17 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.163 89.91 0.22 64 21 5 5 5 5 5 5 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.171 82.35 6.2 45 17 4 4 4 4 4 4 17 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.183 91.6 2.22 38 18 1 1 1 1 1 1 18 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.192 92.45 1.99 54 20 4 4 4 4 4 0 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.2 90.06 4.55 60 22 6 4 6 6 4 6 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.20 72.33 2.58 106 21 2 3 5 2 3 5 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.203 89.2 0.37 69 21 5 5 5 5 5 5 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.204 99.99 5.89 48 21 4 4 4 4 4 0 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.208 94.24 7.72 46 21 2 2 2 2 2 2 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.214 92.41 1.19 66 21 6 6 6 6 6 6 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.217 77.36 4.58 64 22 4 4 4 4 4 0 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.218 100 2.85 45 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.22 83.81 2.69 39 16 2 1 2 2 1 2 16 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.226 99.48 0 56 21 4 4 4 4 4 4 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.230 97.47 8.16 51 21 2 2 2 2 2 2 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.238 51.15 2.53 33 16 0 0 1 0 0 1 16 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.243 82.31 2.47 56 21 4 4 4 4 4 3 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.246 89.88 0.88 72 21 5 8 5 5 8 3 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.251 82.57 5.31 35 20 5 5 5 5 5 5 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.259 89.9 1.63 33 15 0 0 2 0 0 2 15 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.261 69.49 0.29 38 18 5 5 5 5 5 5 19 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.264 95.81 6.83 46 19 3 2 2 3 2 2 19 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.265 91.26 2.72 40 19 2 2 2 2 2 2 19 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.266 69.83 2.93 19 11 0 0 0 0 0 0 10 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.267 56.2 0.61 35 17 1 1 1 1 1 1 17 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.268 84.62 2.15 40 20 2 2 2 2 2 2 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.269 85.35 1.69 48 21 2 3 4 2 3 4 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.272 52.44 1.28 36 17 1 2 2 1 2 2 15 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.282 93.06 7.17 34 20 0 0 0 0 0 0 21 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.283 75.46 3.2 38 20 2 1 1 2 1 1 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.285 56.96 2.12 27 15 1 1 1 1 1 1 15 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.286 63.32 0.85 38 17 1 0 0 1 0 0 16 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.29 60.94 4.23 41 18 2 4 4 2 4 4 18 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.290 56.95 4.92 41 21 2 2 2 2 2 2 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.292 72.22 3.95 33 16 3 3 3 3 3 3 16 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.294 50.51 2.49 32 19 0 0 0 0 0 0 18 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.298 65.57 1.19 52 21 3 1 1 3 1 1 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.299 71.83 2.96 47 20 2 2 1 2 2 2 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.300 56.45 3.41 21 12 0 0 0 0 0 0 12 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.301 93.76 1.9 58 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.304 96.78 5.51 67 22 6 5 5 6 5 5 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.306 65.37 0.51 34 16 1 1 1 1 1 1 18 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.309 99.95 7.39 67 21 6 4 4 6 4 4 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.31 99.97 8.56 61 21 6 6 6 6 6 4 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.310 66.29 1.86 51 20 2 0 0 2 0 0 21 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.311 79.52 2.42 50 20 1 0 1 1 0 0 20 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.314 53.85 2.12 28 15 0 0 0 0 0 0 14 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.319 58.11 1.13 42 20 1 1 1 1 1 1 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.322 82.26 3.86 47 20 1 2 3 1 2 3 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.323 98.63 0.78 58 21 5 5 5 5 5 5 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.37 88.79 4.74 44 21 2 4 3 2 4 3 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.38 94.31 1.19 54 21 5 5 5 5 5 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.39 82.92 5.88 43 19 3 3 3 3 3 1 19 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.4 99.96 0.67 109 22 13 16 15 13 16 15 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.41 95.42 8.46 66 21 5 5 5 5 5 5 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.43 90.35 7.48 70 22 7 7 7 7 7 7 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.44 59.92 9.2 38 19 1 0 1 1 0 1 18 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.48 85.41 3.23 55 21 7 6 7 7 7 7 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.52 87.57 5.53 44 19 3 3 3 3 3 0 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.59 83.09 2.99 49 20 1 1 1 1 1 0 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.6 52.91 0.08 40 21 2 1 1 2 1 0 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.61 69 4.78 43 21 1 1 1 1 1 1 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.62 81.89 1.05 41 20 2 1 1 2 1 1 18 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.63 85.44 0.89 46 20 2 2 2 2 2 0 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.65 99.87 9.53 59 21 3 2 2 3 2 2 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.66 79.19 1.3 57 20 7 7 7 7 7 7 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.77 83.42 6.5 72 19 4 2 4 4 2 4 18 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.78 65.46 2.09 43 20 2 2 1 2 2 1 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.81 100 5.63 72 21 5 5 5 5 5 5 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.83 57.28 6.02 40 17 4 7 4 4 7 1 18 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.85 54.96 2.64 20 13 0 0 0 0 0 0 13 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.88 59.83 3.46 53 18 4 2 1 4 2 1 19 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.90 75.77 3.07 52 20 3 3 4 3 3 2 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.93 100 1.97 54 21 5 5 5 5 5 0 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.2.99 85.98 2.82 54 21 3 4 3 3 4 3 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.3.122 77.2 2.04 52 21 5 7 5 5 7 1 21 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.3.170 88.03 4.77 28 17 1 1 0 1 1 0 17 0 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.3.4 87.81 0.95 43 21 4 4 4 4 4 0 22 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.3.70 66.44 2.64 45 20 4 4 4 4 4 4 20 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.3.9 60.88 2.44 34 16 1 1 1 1 1 1 17 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.3.92 100 0.51 84 21 5 5 6 5 5 6 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.3.97 75.24 4.73 45 19 4 4 3 4 4 3 19 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.4.57 61.82 2.83 35 19 2 2 2 2 2 2 19 1 MQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.c.1 97.56 1.49 54 21 5 5 6 5 5 6 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.c.2 99.99 1.14 54 21 3 3 3 3 3 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.c.3 100 0.23 77 22 7 7 7 7 7 6 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.c.4 98.87 0.07 50 22 3 3 3 3 3 3 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.c.5 99.99 0.16 53 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.s.1 99.8 0 80 20 7 7 8 7 7 8 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.s.2 90.35 1.7 67 21 3 3 3 3 3 3 22 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.s.3 98.26 0.96 50 21 4 4 4 4 4 4 20 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.s.7 96.31 0.44 46 21 4 4 4 4 4 4 21 1 HQ
NP-DoBa00000035MP NP-DoBa00000035MP.bin.s.8 99.9 1.27 60 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.10 97.7 0.94 45 21 3 3 3 3 3 3 21 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.11 99.99 2.25 72 21 5 5 7 5 5 7 20 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.12 99.8 1.75 52 21 5 4 4 5 4 1 21 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.13 99.99 3.04 67 21 7 5 7 7 5 7 22 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.14 100 0.41 96 22 7 7 8 7 7 8 22 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.15 93.58 1.36 42 20 1 2 3 1 2 3 21 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.16 95.91 1.68 54 21 1 3 3 1 3 3 22 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.19 92.68 1.87 42 20 3 3 3 3 3 3 20 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.20 95.59 0.3 43 20 3 3 2 3 3 2 20 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.21 99.94 0.02 57 21 4 6 3 4 6 3 21 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.22 99.99 1.86 74 22 4 7 7 4 7 7 22 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.23 97.63 2.89 54 20 3 7 5 3 7 5 16 1 MQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.24 97.33 0.38 37 18 0 1 2 0 1 2 18 0 MQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.25 98.75 2.27 50 22 4 4 3 4 4 3 21 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.26 93.38 1.41 34 21 1 1 1 1 1 1 21 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.27 99.98 0.12 63 21 3 4 4 3 4 4 22 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.28 99.99 2.68 72 21 8 9 8 8 9 8 22 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.3 97.18 0.82 49 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.30 96.81 2.68 37 20 0 1 2 0 1 2 20 0 MQ
NP-RASK00000027MP NP-RASK00000027MP.bin.1.31 96.98 1.12 61 21 7 6 4 7 6 4 22 1 HQ
